headline,summary,source,date,topic
Prudential Financial Inc. Reduces Position in Eagle Materials Inc. (NYSE:EXP),"Prudential Financial Inc. trimmed its stake in Eagle Materials Inc. (NYSE:EXP – Free Report) by 84.3% in the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The institutional investor owned 1,851 shares of t…",ETF Daily News,2025-04-10 07:59:10,recycled concrete
Bank of Montreal Can Has $1.18 Million Position in Eagle Materials Inc. (NYSE:EXP),"Bank of Montreal Can lifted its stake in Eagle Materials Inc. (NYSE:EXP – Free Report) by 7.1% during the fourth quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 4,779 shares of the construction comp…",ETF Daily News,2025-04-19 08:01:00,recycled concrete
Russell Investments Group Ltd. Cuts Stake in Eagle Materials Inc. (NYSE:EXP),"Russell Investments Group Ltd. lowered its position in Eagle Materials Inc. (NYSE:EXP – Free Report) by 31.9% during the fourth quarter, according to its most recent filing with the SEC. The institutional investor owned 23,383 shares of the construction compa…",ETF Daily News,2025-04-14 07:54:58,recycled concrete
Workshop explores new advanced materials for a growing world,"Humankind needs more and more resources, from computing power to concrete, to meet the growing demands associated with data centers, infrastructure, and other mainstays of society. Advanced materials key to that growth were the focus of an MIT workshop.",Mit.edu,2025-04-17 21:00:00,recycled concrete
Planisware awarded a B rating by CDP rewarding its performance in addressing climate change,"Planisware awarded a “B” rating by CDP rewardingits performance in addressing climate change   Paris, France, April 22, 2025 - Planisware, a leading...",GlobeNewswire,2025-04-22 16:00:00,recycled concrete
"Correction: Artificial neural network, machine learning modelling of compressive strength of recycled coarse aggregate based self-compacting concrete",,Plos.org,2025-04-22 14:00:00,recycled concrete
"Coating Resins (Acrylic, Alkyd, Epoxy, Polyurethane, Vinyl) Markets 2025-2029 with Dow, Allnex, Covestro, Arkema, BASF, Huntsman Int'l, Synthomer, Nan Ya Plastic, Kukdo Chemical, DIC Dominating",The report will help the market leaders/new entrants in this market with information on the market numbers closest to the overall coating resins market and the subsegments. This report will help stakeholders understand the competitive landscape and gain more …,GlobeNewswire,2025-04-15 08:03:00,recycled concrete
Exclusive: Anna Todd's ‘The Last Sunrise’ Excerpt Brings the Banter and the Sparks,"Anna Todd's new book, 'The Last Sunrise,' is a brand new romance book from the After author and Cosmo has a first look at an excerpt.",Cosmopolitan.com,2025-04-24 17:00:00,recycled concrete
Florida Diary: Environmental Protection or Bust,"March 23 – Bone Valley, Florida If there’s one thing about ecology everybody should know, it’s the story of shit. If you already do(o), or are squeamish, please skip the next paragraph. Back in pre-industrial and pre-capitalist days, farming was sustainable. …",CounterPunch,2025-04-11 05:57:54,recycled concrete
Crazy Town 102: Going #2: The Dueling Rules of Nature That Every Good Earthling Needs to Know,"After dropping the kids off at the pool, Asher, Rob, and Jason cover the interplay of entropy and self-organization and contemplate how to manage the inevitability of entropy with elegance (beyond morphing into a lizard person).",Resilience,2025-04-22 10:09:04,recycled concrete
Musk and Trump fan the flames of the conspiracy theory that Fort Knox's gold was stolen,"The baseless conspiracy theory that the Fort Knox gold might be gone, spread by Musk and Trump, was also popular in the 1970s.",NBC News,2025-04-09 09:00:00,recycled concrete
"Carbon capture, or political capture?","Carbon capture, usage and storage (CCUS) technologies are no silver bullet. But are they just an excuse to continue burning fossil fuels?",Theecologist.org,2025-04-22 06:00:00,recycled concrete
"Truth, Myth or Both? Getting History Right in Battle of Britain","John ""Paddy"" Hemingway, the last surviving pilot who flew in the Battle of Britain, died in March of this year. He was 105. Hemingway was forced to bail out of his aircraft four times – three times in England and a fourth over enemy territory in Italy,",Steynonline.com,2025-05-03 14:00:00,recycled concrete
From Surfboards to Shelter: Surf Block Maui Builds an Alternative to Landfills Out of Styrofoam Waste,"Hawaii Off-Grid Architecture and Engineering’s commitment to ecological concerns and promoting the overall betterment of their Hawaiian community through the built environment is well-known within the state’s design circles, ten years after being founded by a…",Archinect,2025-04-29 17:47:00,recycled concrete
Wastes from mechanical treatment of waste: how to classify,Waste codes for common wastes produced by mechanical treatment at a waste management facility.,Www.gov.uk,2025-05-01 15:30:04,recycled concrete
Material circularity of pre-consumer textile solid waste: Learning from Bangladesh,"This study focuses on Bangladesh’s apparel industry and an experimental view on textile solid waste management. Focusing on the practical implementation, analysis is done on several clusters, and the detailed overview on solid waste processing is collected. T…",Plos.org,2025-04-28 14:00:00,recycled concrete
Ngā Mokopuna: Sustainable building blends mātauranga Māori and design,The building generates 105% of its energy with 550 photovoltaic panels.,New Zealand Herald,2025-04-19 17:00:00,recycled concrete
Sustainable upgrades for a greener home to salute World Earth Day,"Green up your life with these eco-friendly solutions, says Sam Wylie-Harris.",The-independent.com,2025-04-10 08:00:34,recycled concrete
Material composition and constitutive model development of red mud-based filler for highway tunnel invert filling applications: A comprehensive study,"To address the global environmental challenges posed by red mud waste, this paper proposes utilizing red mud as a filling material for highway tunnel inverts. It is imperative to thoroughly investigate the theoretical foundation of red mud-based filling (RMBF…",Plos.org,2025-04-16 14:00:00,recycled concrete
Starbucks just 3D-printed an entire store. How is that possible?,"This week, Starbucks will open its first-ever 3D-printed store to the public. The drive-thru-only building is located in Brownsville, Texas.",TODAY,2025-04-30 20:00:37,recycled concrete
Beautify your yard with these products from the Home Depot and Lowe's Spring sales,"Get furniture for your patio, raised garden beds and landscaping materials on sale at Lowe’s and Home Depot through April 16.",Fox News,2025-04-10 14:58:54,recycled concrete
Cake House / Alexander Symes Architect,"The original structure on site was affectionately known as 'Cake House' by the local community. Its sharp, kite-like shape provided the coastal town of Mollymook with an icon and a way-finding point for surfers. Respecting and upgrading this iconic shape beca…",ArchDaily,2025-04-29 02:00:00,recycled concrete
Hackett Gardens House / Ben Walker Architects,"The project comprised the design of a new single-storey house in the northern Canberra suburb of Turner, close to the city centre and the University precinct. The building forms a ""U"" shaped plan with an internalised large central court. The internal planning…",ArchDaily,2025-04-29 06:00:00,recycled concrete
Winners of the Denver Single Stair Housing Challenge Unveiled by Buildner,"Buildner has released the results of its Denver Single Stair Housing Challenge, an international design challenge inviting architects, designers, and urban planners to explore innovative solutions for high-density residential living. Participants were tasked …",ArchDaily,2025-04-16 06:45:00,recycled concrete
Festival Plaza El Gouna / Studio Seilern Architects,"Designed by Studio Seilern Architects (SSA) and realised by Red Sea Construction and Orascom Construction Industries (OCI) for Orascom Development Egypt, the Gouna Conference and Culture Center is a spectacular venue in El Gouna, Egypt. El Gouna is an eco-fri…",ArchDaily,2025-05-03 06:00:00,recycled concrete
"Terrazzo’s Sustainable Design Strategy: Integrating Tradition, Reuse, and Innovation","In a context where sustainability and material identity are becoming priorities in architecture, some ancient materials are finding new life. Terrazzo, with origins dating back to the 15th century, stands out as an example of how tradition can fuel innovation…",ArchDaily,2025-04-15 07:30:00,recycled concrete
Transcript: Olivia Goes On Maternity Leave Bonus Episode,"Host of KQED's Bay Curious podcast, Olivia Allen-Price, will be out on maternity leave until October. Katrina Schwartz is filling in as host and senior editor. The two discuss how their experience of the Bay Area has changed since having kids.",KQED,2025-04-21 10:00:59,recycled concrete
VERTICAL Building / NL Architects + Space Encounters + Studio Donna van Milligen Bielke + Chris Collaris Architects + VDNDP + i29 architects,"VERTICAL - ""Sloterdijk Kavel N1 and N3"" - VERTICAL is the highly ambitious endeavor to catalyze the transformation of the Sloterdijk business district from a monofunctional office park into a lively mixed-use neighborhood. VERTICAL is the collaborative and op…",ArchDaily,2025-04-11 10:00:00,recycled concrete
